Name,verified,location,created_at,description,followers_count,following_count,tweet_count
PitForTrump,False,ATL,2014-08-11T01:01:39.000Z,🇺🇸God Bless America. #2A #MAGA #PATRIOT #BackTheBlue #TermLimits #walkaway USAF veteran. Here for MY PRESIDENT TRUMP #Trump2020,3511,4840,7834
CurlyKam00,False,UK,2020-09-20T19:23:24.000Z,"💖#Saveourchildren💖 Here for The Great Awakening 🤗 ***For I know that my redeemer liveth, and that He shall stand at the latter day upon the earth ~Job 19:25.",30,190,399
Zerocalledit,False,Outer Heaven,2015-06-24T04:34:49.000Z,"Experience hath shewn, that even under the best forms of government those entrusted with power have, in time, and by slow operations, perverted it into tyranny",48,164,1256
Patriot_1717,False,"Land of the Free, USA",2013-05-15T06:22:05.000Z,Believer. Veteran. Patriot.,56,276,764
Takelifeslowly,False,,2019-06-20T22:36:16.000Z,"Guitar is my life. Patriot, Free thinker, Free spirited, Free from control. God is all.",110,135,2228
DJAlexBonez,False,"San Diego, CA",2016-05-08T23:37:50.000Z,"Cristiano - DJ - Army Veteran - University of California, Riverside",56,134,1039
NataBonka,False,,2011-10-26T02:47:07.000Z,,67,182,178
SnoutCrusher,False,,2011-06-21T18:29:50.000Z,,36,100,926
MuchMoreGames,False,Canada,2014-04-28T18:47:47.000Z,Crypto is Currency of the Future.!,265,661,1792
snaker08,False,Sarnia,2012-06-23T11:45:22.000Z,I play for love of the game,67,149,880
better_holland,False,,2015-11-04T18:00:47.000Z,"#Digitalassets #blockchain tweets in Dutch+English #crypto
 
#XRP 
#Ethereum
#Bitcoin",1083,2860,22914
thatvwtech,False,On A Convex Earth,2017-11-10T17:41:34.000Z,I really don't care for this place much. but while im here...,43,66,675
Caro40443163,False,"Texas, USA",2016-01-30T21:45:20.000Z,,55,423,639
aph_ter,False,"Baltimore, MD",2009-02-25T15:05:27.000Z,Domestic engineer and still can’t figure out how to pull myself up by my bootstraps. 😂,37,297,1466
Dar46607545,False,Canada,2016-09-12T05:39:43.000Z,Monat beauty | Vintage love | Retro Beauty | Yoga | Crystal Girl | Peace & Love | we are all stardust ... enjoy life 💗,301,535,6942
mrgoodweather,False,stavely ab,2011-03-06T16:31:11.000Z,grumpy trucker! Armchair quarterback mvp! And future mountain man!,154,300,1991
anksMallys,False,"Elgin, Scotland",2009-03-27T16:04:30.000Z,"Rock n roll and rnb guitar player, Hillwalker and enjoy playing Tennis.",149,235,2104
Abdiel1421,False,,2010-05-26T00:37:07.000Z,,415,468,4044
jkmaw,False,"Ohio, USA",2013-10-19T23:14:32.000Z,Do not confuse confusion for anger. - Mr. Wednesday,119,263,2652
truebeachbabe,False,🇺🇸,2009-08-14T17:27:18.000Z,"Christian Conservative. Software Engineer. Love our Constitution, sports, #FSU, & to laugh. Celebs & Politicians follow me. #ΣΔΤ alum. BinaryBlonde on Parler",4831,4692,10230
Snake_Ski_,False,Virginia,2009-04-17T10:53:00.000Z,"Marine, Soldier, Beer enthusiast",101,315,5168
vault_code,False,,2016-08-19T19:01:45.000Z,Rex Non Potest Peccare,41,225,8469
HardcoreCrozby,False,"Chatham-Kent, Ontario",2017-02-12T23:01:07.000Z,"Just a dude who works as hard as i can, and love's relentlessly.",47,282,1708
STREX0,False,,2014-06-03T21:24:06.000Z,America First|,582,302,51645
1961mado,False,"Province of Ontario, Canada",2015-12-05T22:26:12.000Z,Canadian Proud Conservative Mom & Grand Mother! Dislikes traitor Trudeau and his corrupt liberals!!! Canada needs a Trump a.s.a.p.!!!,1287,5001,107174
mikachu223,False,,2020-07-29T12:52:19.000Z,I like comedy,9,52,50
tmpxo_,False,📍toronto,2019-05-20T17:27:34.000Z,Jeremiah 29:11 ✞ za dom spremni,125,95,4700
ccrroi812,False,"British Columbia, Canada",2016-08-07T00:58:29.000Z,"Leftists who promote lockdowns, censorship & identity politics are as useful to the working class as a concrete parachute. U of T - Political Science (MA)",57,197,1399
LeslieSawyer17,False,"Texas, USA ",2016-04-08T03:08:22.000Z,"Southern Texan is my style Texas is my State. AMERICA  is my COUNTRY 
I Am TRUMP ONLY
#USA4TRUMP4USA #TRUMP #MAGA
Pro2A NoFear ProLife Mother 4 Grandmother 4",12985,14170,169584
bfmfbf,False,,2015-04-14T08:21:38.000Z,,57,438,1510
Wil2Rob,False,Ohio,2010-07-09T03:05:27.000Z,"No matter how much you change, you still have to pay the price for the things you've done. So I got a long road. #Sheepdog #RaceNeutral #ItsOk2BWhite",441,1044,35702
Taroyoma,False,Aoshima island?😽,2010-06-13T17:27:24.000Z,"just a crazy cat using a PC to search for the #truth!
angry at #COVID19 and the fear mongering lying #Media
I like Indie Developer/Games and favor #FREEDOM!",98,487,3593
neo_anon_,False,Planet Earth,2018-12-10T19:58:04.000Z,The Great Awakening,256,534,2164
wendywoo6089,False,"North West, England",2019-09-30T12:54:05.000Z,"Ex nurse, ex police constable, mum of 4 with a Bsc Honours in Forensic Science. Always asking questions. Love cycling, good food , wine & all animals esp dogs",9697,901,11726
Nourtyasmine,False,Mtaileb,2020-09-23T08:28:43.000Z,,12,67,33
GenX_Aussie,False,"Queensland, Australia",2018-01-05T05:13:33.000Z,"🇦🇺Generation X 🇦🇺 Glad I grew up in the ‘70s & ‘80s, Aussie Homesteader 🐻, Married with 2 cubs 🐨🐨 #QAnon #Trump2020 #MAGA #MAustraliaGA",1912,2376,14975
K1erry,False,,2011-11-22T17:30:10.000Z,“Silence in the face of evil is itself evil: GOD will not hold us innocent. Not to speak is to speak. Not to act is to act.”—Bonhoeffer,25059,22739,469722
HindlesKitchen,True,New York ✈️ Arizona 🇺🇸 🇬🇧,2011-09-20T15:55:05.000Z,Prophet #Futurist PFC Theorist #GenX 3.1 Million IRL Interactions #AZ Cancer Surviving #Husband 2A #NY @UBuffalo Alum #DataMining Retail Vet @LLSUSA #MPT 🦅,3005,1986,18846
Bardlander,False,Rural Warwickshire,2014-07-15T16:57:34.000Z,"Love travel, gardening, cooking & photography. Left of centre, politically homeless. Re-tweets don't mean I agree!",488,569,14366
youknow1188,False,"Orange County, CA",2018-09-24T20:59:22.000Z,Murrica 🇺🇸🇺🇸🇺🇸,18,155,2711
candisthesecond,False,,2010-11-17T21:33:19.000Z,,266,945,5349
Jerusalem_Post,True,Israel,2009-01-25T14:17:26.000Z,Israel & world news from the Jewish state's leading website and best-selling English news source. | Get the JPost newsletter https://t.co/2K4RCfBppj 📩,492667,504,263299
YorkieWR,False,Yorkshire,2013-01-01T12:20:04.000Z,"Grumpy old man
""I disapprove of what you say, but I will defend to the death your right to say it"" #AllLivesMatter #Plandemic  #Casedemic",1695,622,55765
CrappmanStorse,False,,2019-05-01T01:35:45.000Z,I'm Canadian but I like the USA Constitution better.,24,180,1245
LordDeyvson,False,Afonso Cláudio,2011-04-27T03:08:17.000Z,Meritocrata.,3795,827,10587
Misesean1,False,,2019-09-07T08:02:35.000Z,🎭Ai1dXAjrcdF4BIrFFEr2nhPruV5E+3+j3pNT2GJcttsKE🎭,23,172,1200
BlackNWhite365,False,,2009-01-30T14:13:41.000Z,"You may not like the facts but they are what they are. Instead if trying to twist them to fit your agenda, just accept that you're wrong and move on.",188,21,4063
antidotepaulie,False,"Colorado, USA",2010-02-17T21:58:40.000Z,Music | Sports | Business | Branding. co-host of The Antidote Podcast https://t.co/LvlghYYYOY | Just another savage with loose morals,28397,27802,8988
BarkerBuf,False,"Hamburg, NY",2013-04-24T15:47:53.000Z,"Dad, Husband, Student of Life.  Rediscovering my passion for growth & contribution.  Learning about eCom, building a new business, loving life.",23,95,738
Mitchell_theman,False,With the people.,2017-04-14T14:12:15.000Z,"#ADOS, (American Descendant of Slaves)
Which Side Are You On? REMIX - Rebel Diaz ft. Dead Prez and Rakaa Iriscience https://t.co/VioSqZyTYs",349,984,23415
PhilipVierhus,False,,2020-07-14T03:31:46.000Z,"Love it or hate it, money runs the world. I will teach you the secrets of the rich so you can get the best returns on your limited time in this life.",49,95,1043
Chesschick01,False,OH,2009-04-28T18:05:17.000Z,"Conscientious objector 
If we have freedom: are we not responsible for what we do and what we fail to do?
Acta non verba. 
Freelance Graphic Artist.",17238,709,32382
RussellOkung,True,Homestead,2010-04-20T15:18:31.000Z,"life, liberty, and #bitcoin",200868,649,7129
Lover_of_puns,False,,2019-06-15T03:38:22.000Z,"Just here to follow people that interest me. I love puns and so should you. Don't bother following me, I only retweet music I like.",20,296,1321
jamiescot9,False,,2014-10-16T05:15:20.000Z,,13,67,3389
Mr27344,False,,2017-09-18T17:16:13.000Z,"Proud ""domestic enemy of the state"".",12,245,695
marklevinshow,True,Underground Bunker,2009-05-07T19:18:36.000Z,"THIS IS THE OFFICIAL MARK LEVIN SHOW TWITTER PAGE. 
DOWNLOAD MY PODCAST FOR FREE https://t.co/HUEgXS3l2C",2880114,6,27616
koax,False,"New York, USA",2007-07-26T14:09:48.000Z,Truth is my master. I have no master before it. Freeperson. Polymath. Evan Ralston,515,1959,7135
daringraider,False,"San Diego, CA",2010-03-07T00:31:21.000Z,,22,99,871
rickpidcock1,False,,2009-07-20T00:33:39.000Z,,20,66,1786
SVerghis,True,"Sydney, Australia",2014-08-11T00:24:39.000Z,"Writer, editor, law student, aspiring Stoic.",1053,1959,1846
Stephen71058553,False,,2020-12-19T15:11:54.000Z,General contractor,19,106,31
gatortebowfan15,False,"Winter Garden, FL",2013-03-01T00:52:19.000Z,,18,23,1971
sl2111,False,,2012-08-24T14:20:40.000Z,"constitution loving, libertarian-leaning centrist. #IAmKratom Not a bot, despite what twitter thinks. #TwitterLockout",1028,1375,21768
TonyZeta,False,"Tijuana, Baja California, México.",2010-04-27T22:55:14.000Z,My point of view can be changed by the Truth.,183,102,9981
cindyjackou,False,TEXAS!!!,2009-12-21T01:46:57.000Z,,57,340,326
LaLo00731521,False,,2017-06-23T08:11:56.000Z,"Expat optimist, musician - lover of books, indian food, Labradors, Main Coons and anything with caramel. Concerned about the country I grew up in.",41,289,974
JemalBaraka,False,"Detroit, MI",2018-08-27T22:59:51.000Z,"Blogger/Comic Critic and Crap Youtuber. My focus is on indie comics giving an honest assessment on comics in general.

Right-Leaning",1160,1408,25881
Captain38346207,False,,2019-12-27T23:51:15.000Z,Just here to stir the pot.,9,57,253
VITOTttttt,False,New York ,2013-12-02T23:32:55.000Z,"Father,grandfather,husband, trying to give back ,NRA. Blue Lives Matter,All Lives Matter. Go Donald. MAGA KAG Hispanic,Asian,Black,White join the movement 🇺🇸",25666,28020,48954
wynkoop_e,False,,2020-05-27T15:48:44.000Z,“I have never let my schooling affect my education.” -Mark Twain,37,865,573
CNBCtech,True,San Francisco,2009-02-03T10:10:18.000Z,Follow for the latest tech news from Silicon Valley and around the world.,65760,141,34216
KRHollingsworth,False,,2009-07-07T19:37:12.000Z,,105,439,6480
sazi_ana,False,,2020-03-08T09:40:40.000Z,sic transit gloria mundi,467,844,28655
freethinkingchk,False,"Blue Jersey, USA",2020-06-12T22:58:51.000Z,Think free or die 🇺🇸 Who is John Galt? #MSMistheEnemyofthePeople #Trump2020ToSaveTheWorld apparently 🇺🇸 🌎,2444,4791,30545
NorrisDewar,False,,2020-08-11T17:09:28.000Z,A sovereign being.,457,730,91
LukeGladman,False,Farnham,2012-01-11T22:15:54.000Z,https://t.co/qj1piONjHb,548,2702,22037
tolstoyinout,False,,2020-10-11T23:51:49.000Z,Only the small secrets need to be protected. The large ones are kept secret by public incredulity - Marshall McLuhan,1423,274,9757
Harry4Troy,False,"Troy, NY",2009-06-16T16:02:45.000Z,As Mayor from 2004-2011 my goal was to make Troy NY a destination and restore its luster. It worked! Now serving Rensselaer County. Tweets are my own.,2262,627,8928
KiddieShrink,False,,2010-06-06T13:43:07.000Z,House of VW First of her name Mother of DORF Giving back through service. Opinions posted ALL mine,22,80,3290
_AuberonHerbert,False,,2017-07-11T21:07:18.000Z,TANSTAAFL,613,955,12731
PeaknikMicki,False,,2017-07-24T08:50:02.000Z,You won't fool the children of the revolution,223,94,5611
LordMallochsCat,False,,2020-07-13T03:24:41.000Z,,14,72,631
SjolundKevin,False,,2019-09-08T18:25:45.000Z,"General Butler is key  https://t.co/RTWPtqDFQf to understanding the JFK, MLK, RFK assassinations and the events of 9/11! Truth!",268,388,34822
brandorobertsdc,False,"Antioch, CA",2020-10-25T17:51:16.000Z,Family and Peds Chiropractor,20,90,114
maleflightnurse,False,"Boise, ID",2012-03-14T23:46:01.000Z,,43,337,383
RobNeville1,False,,2019-10-09T20:56:39.000Z,,8,33,1104
MelindaMartinez,False,"Chino Hills, CA",2009-04-18T00:52:36.000Z,Living one day at a time ✌🏼,40,70,652
Grwdds,False,,2013-02-15T03:03:45.000Z,Drinker of whiskey and dark beer. Player of golf. Fixer of teeth. Watcher of horror movies. $XRP $BTC,79,531,1922
Craigaaward,False,,2017-05-27T07:30:03.000Z,,1343,1954,10794
AlexColtsfan89,False,"Las Vegas, NV",2013-09-25T17:24:39.000Z,"“As digital money becomes more widespread, effects will ripple around the world”

~All for Reason~

inv3stinyours3lf.crypto",88,1066,1508
kurnacopia,False,The Desert,2009-06-13T17:58:53.000Z,"Not politically correct, MAJOR believer in Personal Responsibility. Ex welfare recipient. Life is a choice, choose wisely and complain little.",50,42,3484
MichBariKim,False,Michigan,2011-02-17T06:51:28.000Z,"Mother, grandmother, wife....I love to ride my Harley & live life to the fullest!  MAGA TRUMP2020 CueAnon (sp) BikersAgainstRadicalIslam Pro2ndAmendment  PARLER",3590,4841,21932
Transigence,False,"Indianapolis, IN",2013-12-27T08:23:16.000Z,"Thinker, maker, fighter; try. Si vis pacem, para bellum.",85,336,2382
cultivatediq,False,NJ,2011-02-24T13:33:19.000Z,Asking questions.  Shining light.,877,440,16511
JohnBen30549105,False,New york,2019-04-12T20:25:04.000Z,Cue ♊️,588,783,24553
Grimmstyle1,False,,2016-07-22T13:04:35.000Z,,119,1430,5089
DFlex2123,False,"Staten Island, NYC ",2010-09-30T22:55:54.000Z,"Battle Of Hudson Hockey Editor/Blogger covering Rangers and Devils. Host of Hard Hits covering sports, hot topics, etc. 

Rangers, Yankees, Giants, Knicks",607,650,68613
captcanucklives,False,"Ottawa, Ontario",2016-02-07T15:51:56.000Z,"it’s a Canadian thang — I’m not right, I’m not left, I’m kind of stuck in the middle. I block underage Twitters. #blockedbyrempel",462,215,9759
PatriotSinging,False,Oregon Coast,2020-12-12T03:27:48.000Z,"JENNY JBIRD 2.0
TRUTH-SEEKER, MAGA
🇺🇸PROUD PATRIOT!🇺🇸

FACT FINDING CRUSADER 
I BELIEVE IN GOD & COUNTRY
LOVE KIDS, NATURE, DOGS, BIRDS & FREEDOM!🇺🇸🦅🇺🇸",451,716,1454
Entr_py,False,,2020-06-01T06:34:29.000Z,"live and let live
UNITED We Stand

 
....being civil shouldnt end
when you clock out daily

#AmericaWorksTogether

  I  ❤
TRUMP
4  LIFE

ONERACE
ONELOVE
ONELIFE",835,936,25032
MaggieMae0060,False,United States,2010-09-23T04:59:34.000Z,"I'm married, I have 3 daughters. I love TWD, we have 4 dogs, 3 cats. I'm a semi political Trump supporter. I LOVE THE BEATLES!! NO PORN- I WILL BLOCK YOU.",2234,2107,10804
stacey_rudin,False,"Millburn, NJ",2020-04-01T23:29:57.000Z,Fear is not a virtue. #GreatBarringtonDeclaration,5939,329,9490
DeniseGeltman,False,,2017-11-25T07:51:51.000Z,Living life to the fullest,10488,11208,23127
ShonadMcDermott,False,UK,2016-11-14T23:02:20.000Z,"❤Autonomy ❤Parental rights ❤Medical freedom ❤Truth ❤No power without accountability



💀Censorship 💀Globalists 💀Bought media 💀Corrupt politics 💀Injustice",1219,949,8651
judispannAPR,False,Florida,2009-10-07T17:17:41.000Z,"I do PR & corp comms. #NavyWife, #MarineMom. @washcoll, @sasdelaware alum. (They're liberal - I'm not!) Love #JaxBeach, @NavalAcademy, #USA & travel. #MAGA🇺🇸",1556,1760,28734
TruthExVaxxMom,False,,2020-10-15T17:49:01.000Z,"ALL CAPS WARRIOR EXVAX MOMMA OF 3 YES I’M A FORCE TO BE RECKONED WITH👊🏼 DON'T MESS WITH MY KIDS! I CALL OUT VAX HOLES💥💥
 🇺🇲✝️🙏🏼 GOD #1 ALWAYS",2893,4568,3759
SOSkinsense,False,UK,2009-04-09T19:16:14.000Z,On the side of the Good Guys #KBF,436,392,1504
QTRBlackGarrett,False,My parents basemant.,2016-07-09T22:47:33.000Z,"Typo King. Internet drifter. Professional rule breaker. Producer on #LouderwithCrowder, #FandomMenace, Art by @xeviuss",31335,1124,15365
povperspective,False,,2020-06-02T00:00:19.000Z,Patriot ~ MAGA ~ Trump2020,350,1407,2970
GregsTakeOn,False,"San Antonio, TX",2016-03-04T00:48:07.000Z,"Believer, Adoptive Parent, Retired Law Enforcement Officer,  Reserve  Deputy, Private Investigator.  Texas A&M Class of '87
Musician",391,779,10535
cryptokeeper198,False,Goblin Town,2018-05-22T18:26:25.000Z,"You know, sometimes...I like to catch the falling knife and just...cut myself.",292,435,4343
Keefito33,False,"Boston, MA",2017-01-28T16:34:34.000Z,Freedom,68,1105,1801
Animalsmatter9,False,,2018-12-08T21:58:31.000Z,,4651,3265,99026
lkalred,False,Texas,2009-02-26T02:21:30.000Z,"Ekklesia deplorable redpilled introspective Patriot 
Davidic Dynasty",458,582,5733
man7186,False,22 Acacia Avenue,2020-05-22T15:45:35.000Z,I hate the government. I hate whoever runs it. I do try to be fair in evaluating things though.,1096,1271,9433
MaryGraceMedia,False,God’s Country ,2014-11-17T02:52:57.000Z,"#gracenotes #BlueLivesMatter, #1A, #2A, #Trump2020, Parler: @MaryGraceMedia 🇺🇸 Proud American FB: @PrayingMedic @GenFlynn @RealJamesWoods @SidneyPowell1",33637,4158,40062
ChingSling12,False,Ancapistan,2014-12-29T18:50:09.000Z,White British. Working class. Tradesman. Patriot.,373,686,5991
paul64616641,False,,2019-10-30T07:30:51.000Z,I’m the person everyone warned you about! Trump all the way!!!!!! ThanQ n enjoy the movie!,943,361,11039
talithap65,False,"Houston, TX",2014-10-16T23:40:01.000Z,✝️🇺🇸,293,506,8377
JohnMeussner,False,"Martinez, CA",2017-06-07T23:17:38.000Z,🏡 Bald headed #Libertarian - Things I like: 🐶☃️🥩🏒🧗🏼‍♂️🏂🎸🏔🏕 Pronouns: Supreme leader/Ayatollah(s),152,286,2065
maggmountains,False,IG and Parler: @maggmountains ,2020-06-18T01:33:56.000Z,✨Patriot 🇺🇸 Nomad 🦋 PNW 🌄 Free Thinker 🌼 Social Work & Psychology ✨Minimalist 👣,41435,5465,19876
AbbyJohnson,False,"austin, TX",2010-04-26T21:23:11.000Z,Planned Parenthood Director turned Pro-Life Advocate! CEO of @ATTWNministry. Global Ambassador for @COL1972official. Best selling author and speaker.,194439,294,24092
McKaylaRoseJ,False,"Dallas, TX",2019-05-15T01:43:01.000Z,I love this country & its values. I'm a proud black conservative woman. Check out my patriot store https://t.co/4HgrtcjRuA and follow me on Parler @mckaylarosej,101732,2436,18383
AlisonPulley,False,,2020-06-20T09:00:13.000Z,,1,9,65
mama_crypto,False,,2019-07-04T06:01:54.000Z,"#covid19 😷🥽🧤 
Wake up people
Anti herd mentality

#stayhome
Hate,hate speech 
Reiki
No political party at this time
🇬🇧🇺🇸🇮🇹🇪🇸 🇬🇷",1440,2056,7922
TheDennisDavis,False,"Minneapolis, MN",2014-06-03T23:16:08.000Z,"Author, Speaker, Founder/Host Not Your Average Joe Radio https://t.co/IrEP7yrFt6, Vet Transition Expert @Metafrazo #OIF #OEF #vet #PTSD Joshua 1:9",2884,2325,13493
MarkBallRacing,False,United Kingdom,2009-08-03T18:39:45.000Z,Retired national hunt racehorse syndicate manager.  Life is not a rehearsal so have plenty of fun.,2116,1015,11156
